ID,NOMBRE,PROVINCIA,TIPO,ELEV,LAT,LONG,FECHA_INI,FECHA_FIN,OPERADA,LATDD,LONDD,STATUS,URL,UTM_X,UTM_Y,x,y
117-013,San Antonio (Colón),Colón,Tipo C Mixta,0,"9° 33' 42""","78° 34' 06""",, ,E.T.E.S.A.,9.56166666667,-78.5683333333, ,http://www.hidromet.com.pa/red_nacional.php,766925.3818,1057890.7452,766925.3817999996,1057890.7452000007
117-014,El Porvenir 2,Guna Yala,Tipo A Automática,0,"9° 33' 25""","78° 56' 53""",, ,E.T.E.S.A.,9.55694444444,-78.9480555556, ,http://www.hidromet.com.pa/red_nacional.php,725227.6472,1057097.164,725227.6471999995,1057097.1640000008
118-001,El Cobrizo,Veraguas,Tipo C Mixta,400,"8° 27' 00""","81° 23' 00""","1/4/1958, 7:00 PM", ,E.T.E.S.A.,8.45,-81.3833333333, ,http://www.hidromet.com.pa/red_nacional.php,457804.2912,934067.340399999,457804.29119999986,934067.3403999992
118-002,Canazas,Veraguas,Tipo B Convencional,200,"8° 19' 00""","81° 13' 00""","1/4/1956, 7:00 PM", ,E.T.E.S.A.,8.31666666667,-81.2166666667, ,http://www.hidromet.com.pa/red_nacional.php,476142.2412,919312.6373,476142.24120000005,919312.6372999996
118-003,Sona,Veraguas,Tipo C Convencional,20,"8° 01' 00""","81° 18' 00""","1/10/1955, 7:00 PM",1/12/1998,E.T.E.S.A.,8.01666666667,-81.3, ,http://www.hidromet.com.pa/red_nacional.php,466941.4417,886152.447799999,466941.4417000003,886152.4477999993
118-004,El Higo,Veraguas,Tipo C Convencional,17,"8° 12' 00""","81° 19' 00""","12/31/1961, 7:00 PM",1/12/1964,E.T.E.S.A.,8.2,-81.3166666667, ,http://www.hidromet.com.pa/red_nacional.php,465120.6375,906422.016000001,465120.6375000002,906422.0160000008
118-005,El Maria,Veraguas,Tipo C Convencional,180,"8° 02' 00""","81° 27' 00""","1/8/1972, 7:00 PM",1/3/2000,E.T.E.S.A.,8.03333333333,-81.45, ,http://www.hidromet.com.pa/red_nacional.php,450413.9088,888010.1187,450413.9088000003,888010.1186999995
118-006,Agua de Salud,Veraguas,Tipo C Mixta,800,"8° 30' 00""","81° 27' 00""","12/31/1992, 7:00 PM", ,E.T.E.S.A.,8.5,-81.45, ,http://www.hidromet.com.pa/red_nacional.php,450472.1712,939603.0547,450472.17119999975,939603.0547000002
118-007,Cerro Plata,Veraguas,Tipo C Convencional,130,"8° 17' 00""","81° 22' 00""","1/10/1972, 7:00 PM",1/12/1998,E.T.E.S.A.,8.28333333333,-81.3666666667, ,http://www.hidromet.com.pa/red_nacional.php,459621.7538,915639.6204,459621.75380000006,915639.6204000004
118-008,Boro,Veraguas,Tipo C Convencional,200,"8° 10' 00""","81° 18' 00""","1/8/1972, 7:00 PM",1/3/2000,E.T.E.S.A.,8.16666666667,-81.3, ,http://www.hidromet.com.pa/red_nacional.php,466953.6635,902735.4736,466953.6634999998,902735.4736000001
118-009,Cative,Veraguas,Tipo C Convencional,160,"7° 55' 03""","81° 22' 43""","1/11/1974, 7:00 PM", ,E.T.E.S.A.,7.9175,-81.3786111111, ,http://www.hidromet.com.pa/red_nacional.php,458268.7243,875196.3595,458268.7242999999,875196.3595000003
120-001,Cerro Redondo,Veraguas,Tipo C Convencional,170,"8° 12' 00""","81° 12' 00""","1/11/1968, 7:00 PM",1/12/1998,E.T.E.S.A.,8.2,-81.2, ,http://www.hidromet.com.pa/red_nacional.php,477970.9941,906413.7521,477970.9940999998,906413.7521000002
120-002,Santiago,Veraguas,Tipo A Mixta,80,"8° 05' 12""","80° 58' 40""","1/4/1955, 7:00 PM", ,E.T.E.S.A.,8.08666666667,-80.9777777778, ,http://www.hidromet.com.pa/red_nacional.php,502448.3509,893879.0722,502448.35089999996,893879.0722000003
120-003,Montijo,Veraguas,Tipo B Convencional,50,"7° 59' 00""","81° 04' 00""","1/11/1970, 7:00 PM",1/3/2000,E.T.E.S.A.,7.98333333333,-81.0666666667, ,http://www.hidromet.com.pa/red_nacional.php,492653.0878,882455.9198,492653.08779999986,882455.9198000003
120-004,Canto Del Llano,Veraguas,Tipo C Convencional,150,"8° 07' 00""","80° 58' 00""","1/3/1963, 7:00 PM",1/12/1998,E.T.E.S.A.,8.11666666667,-80.9666666667, ,http://www.hidromet.com.pa/red_nacional.php,503672.2546,897195.7191,503672.25459999964,897195.7191000003
120-005,El Maranon,Veraguas,Tipo C Convencional,50,"8° 02' 00""","81° 13' 00""","1/8/1972, 7:00 PM", ,E.T.E.S.A.,8.03333333333,-81.2166666667, ,http://www.hidromet.com.pa/red_nacional.php,476125.3978,887989.214299999,476125.3978000004,887989.2142999992
120-006,Trinidad Arriba,Veraguas,Tipo C Convencional,35,"7° 56' 00""","81° 09' 00""","1/11/1974, 7:00 PM",1/12/1998,E.T.E.S.A.,7.93333333333,-81.15, ,http://www.hidromet.com.pa/red_nacional.php,483467.4294,876930.7468,483467.4293999998,876930.7467999998
121-001,Nargana (kuna Yala),Guna Yala,Tipo C Convencional,2,"9° 25' 00""","78° 36' 00""","12/31/1952, 7:00 PM", ,E.T.E.S.A.,9.41666666667,-78.6, ,http://www.hidromet.com.pa/red_nacional.php,763558.2321,1041821.7408,763558.2320999997,1041821.7408000007
121-002,Cangandi (kuna Yala),Guna Yala,Tipo C Convencional,70,"9° 26' 00""","79° 07' 00""","12/31/1920, 7:00 PM",1/12/1925,E.T.E.S.A.,9.43333333333,-79.1166666667, ,http://www.hidromet.com.pa/red_nacional.php,706787.9244,1043318.0537,706787.9243999999,1043318.0537
121-004,Puerto Obaldia,Guna Yala,Tipo B Convencional,2,"8° 40' 00""","77° 24' 00""","1/1/1973, 7:00 PM",1/7/1982,E.T.E.S.A.,8.66666666667,-77.4, ,http://www.hidromet.com.pa/red_nacional.php,896296.5814,959877.9965,896296.5813999996,959877.9965000004
121-005,Ailigandi (kuna Yala),Guna Yala,Tipo A Convencional,10,"9° 14' 00""","78° 02' 00""","1/2/1973, 7:00 PM",1/9/1985,E.T.E.S.A.,9.23333333333,-78.0333333333, ,http://www.hidromet.com.pa/red_nacional.php,826005.6506,1022004.1715,826005.6506000003,1022004.1714999992
121-006,Mulatupo (kuna Yala),Guna Yala,Tipo A Mixta,2,"8° 56' 35""","77° 45' 18""","1/9/1974, 7:00 PM", ,E.T.E.S.A.,8.94305555556,-77.755, ,http://www.hidromet.com.pa/red_nacional.php,856909.3409,990128.980599999,856909.3409000002,990128.9805999994
121-007,Carti (kuna Yala),Guna Yala,Tipo C Automática,385,"9° 18' 00""","78° 59' 00""","1/7/1984, 7:00 PM", ,E.T.E.S.A.,9.3,-78.9833333333, ,http://www.hidromet.com.pa/red_nacional.php,721517.8786,1028649.8102,721517.8786000004,1028649.8102000002
121-008,La Miel (Irenare),Guna Yala,Tipo B Convencional,10,"8° 40' 00""","77° 22' 00""","1/8/1986, 7:00 PM",10/10/2000,A.N.A.M.,8.66666666667,-77.3666666667,Inactive,http://www.anam.gob.pa/,899970.7051,959912.991,899970.7050999999,959912.9910000004
121-009,Mulatupo 2,Guna Yala,Tipo A Automática,2,"8° 56' 35""","77° 45' 18""",, ,E.T.E.S.A.,8.94305555556,-77.755, ,http://www.hidromet.com.pa/red_nacional.php,856909.3409,990128.980599999,856909.3409000002,990128.9805999994
122-001,Mariato (vieja),Veraguas,Tipo C Convencional,100,"7° 37' 00""","80° 58' 00""","12/31/1919, 7:00 PM",1/6/1939,E.T.E.S.A.,7.61666666667,-80.9666666667, ,http://www.hidromet.com.pa/red_nacional.php,503676.656,841920.2861,503676.6560000004,841920.2861000001
122-002,Ponuga,Veraguas,Tipo C Convencional,40,"7° 53' 00""","80° 58' 00""","1/8/1972, 7:00 PM",1/3/2000,E.T.E.S.A.,7.88333333333,-80.9666666667, ,http://www.hidromet.com.pa/red_nacional.php,503674.3432,871400.353399999,503674.3432,871400.3533999994
122-003,Arenas de Quebro,Veraguas,Tipo C Convencional,8,"7° 22' 00""","80° 51' 00""","1/10/1972, 7:00 PM",1/3/2000,E.T.E.S.A.,7.36666666667,-80.85, ,http://www.hidromet.com.pa/red_nacional.php,516554.4031,814285.693299999,516554.40309999976,814285.6932999995
122-004,Mariato,Veraguas,Tipo C Convencional,23,"7° 39' 00""","80° 59' 00""","1/10/1972, 7:00 PM", ,E.T.E.S.A.,7.65,-80.9833333333, ,http://www.hidromet.com.pa/red_nacional.php,501838.1855,845605.1677,501838.1854999997,845605.1677000001
122-005,Guanico Abajo,Los Santos,Tipo C Convencional,10,"7° 18' 00""","80° 26' 00""","1/3/1974, 7:00 PM",1/12/1998,E.T.E.S.A.,7.3,-80.4333333333, ,http://www.hidromet.com.pa/red_nacional.php,562549.0836,806952.342900001,562549.0835999995,806952.3429000005
122-006,Chepo (Esc.granja),Herrera,Tipo B Convencional,680,"7° 43' 00""","80° 50' 00""","1/5/1975, 7:00 PM", ,E.T.E.S.A.,7.71666666667,-80.8333333333, ,http://www.hidromet.com.pa/red_nacional.php,518379.0139,852978.714,518379.01389999967,852978.7139999997
122-007,Cambutal,Los Santos,Tipo A Automática,0,"7° 16' 18""","80° 29' 21""",, ,E.T.E.S.A.,7.27166666667,-80.4891666667, ,http://www.hidromet.com.pa/red_nacional.php,556389.5332,803812.667300001,556389.5332000004,803812.6673000008
124-001,Tonosi I,Los Santos,Tipo C Convencional,15,"7° 23' 00""","80° 27' 00""","12/31/1923, 7:00 PM",1/5/1997,E.T.E.S.A.,7.38333333333,-80.45, ,http://www.hidromet.com.pa/red_nacional.php,560698.0475,816162.8259,560698.0475000003,816162.8258999996
124-002,La Llana,Los Santos,Tipo C Convencional,60,"7° 30' 00""","80° 33' 00""","1/8/1966, 7:00 PM", ,E.T.E.S.A.,7.5,-80.55, ,http://www.hidromet.com.pa/red_nacional.php,549648.6733,829048.1807,549648.6732999999,829048.1807000004
124-004,Tonosi,Los Santos,Tipo B Convencional,12,"7° 24' 00""","80° 27' 00""","1/5/1971, 7:00 PM", ,E.T.E.S.A.,7.4,-80.45, ,http://www.hidromet.com.pa/red_nacional.php,560695.772,818005.382200001,560695.7719999999,818005.3822000008
124-005,El Cortezo,Los Santos,Tipo C Convencional,150,"7° 25' 00""","80° 38' 00""","1/3/1974, 7:00 PM",1/3/2000,E.T.E.S.A.,7.41666666667,-80.6333333333, ,http://www.hidromet.com.pa/red_nacional.php,540461.9916,819827.0483,540461.9916000003,819827.0482999999
124-006,Altos de Guera,Los Santos,Tipo C Convencional,220,"7° 33' 00""","80° 37' 00""","1/3/1974, 7:00 PM",30/12/1998,E.T.E.S.A.,7.55,-80.6166666667, ,http://www.hidromet.com.pa/red_nacional.php,542288.3551,834568.7731,542288.3551000003,834568.7730999999
124-007,Cerro Quema,Los Santos,Tipo A Automática,0,"7° 35' 51""","80° 28' 26""",, ,E.T.E.S.A.,7.5975,-80.4738888889, ,http://www.hidromet.com.pa/red_nacional.php,558033.2515,839836.5068,558033.2515000002,839836.5067999996
126-001,Las Tablas,Los Santos,Tipo C Convencional,43,"7° 46' 00""","80° 17' 00""","1/6/1958, 7:00 PM",1/12/1998,E.T.E.S.A.,7.76666666667,-80.2833333333, ,http://www.hidromet.com.pa/red_nacional.php,579022.3367,858569.4244,579022.3366999999,858569.4243999999
126-002,Pocri,Los Santos,Tipo C Convencional,70,"7° 40' 00""","80° 07' 00""","1/6/1970, 7:00 PM", ,E.T.E.S.A.,7.66666666667,-80.1166666667, ,http://www.hidromet.com.pa/red_nacional.php,597423.7931,847547.824100001,597423.7931000004,847547.8241000008
126-003,Bayano,Los Santos,Tipo C Convencional,260,"7° 38' 00""","80° 22' 00""",,1/11/1971,E.T.E.S.A.,7.63333333333,-80.3666666667, ,http://www.hidromet.com.pa/red_nacional.php,569855.1389,843813.9234,569855.1388999997,843813.9233999997
126-005,Pedasi,Los Santos,Tipo B Convencional,47,"7° 31' 00""","80° 01' 00""","1/5/1967, 7:00 PM", ,E.T.E.S.A.,7.51666666667,-80.0166666667, ,http://www.hidromet.com.pa/red_nacional.php,608491.5073,830987.0107,608491.5072999997,830987.0107000005
126-006,La Palma,Los Santos,Tipo B Convencional,39,"7° 42' 00""","80° 12' 00""","1/11/1966, 7:00 PM",1/12/1998,E.T.E.S.A.,7.7,-80.2, ,http://www.hidromet.com.pa/red_nacional.php,588225.3789,851215.1545,588225.3788999999,851215.1545000002
126-007,Las Cruces,Los Santos,Tipo C Convencional,84,"7° 49' 00""","80° 26' 00""","1/11/1966, 7:00 PM",1/12/1998,E.T.E.S.A.,7.81666666667,-80.4333333333, ,http://www.hidromet.com.pa/red_nacional.php,562474.7735,864072.1752,562474.7735000001,864072.1752000004
126-008,Los Angeles,Los Santos,Tipo C Convencional,32,"7° 53' 00""","80° 21' 00""","1/11/1966, 7:00 PM",1/3/2000,E.T.E.S.A.,7.88333333333,-80.35, ,http://www.hidromet.com.pa/red_nacional.php,571651.1771,871455.9529,571651.1771,871455.9528999999
126-009,Las Trancas,Los Santos,Tipo C Convencional,150,"7° 44' 00""","80° 22' 00""","1/8/1967, 7:00 PM",1/3/2000,E.T.E.S.A.,7.73333333333,-80.3666666667, ,http://www.hidromet.com.pa/red_nacional.php,569838.7995,854869.5679,569838.7994999997,854869.5679000001
126-010,Valle Rico,Los Santos,Tipo B Convencional,173,"7° 37' 00""","80° 21' 00""","1/5/1972, 7:00 PM", ,E.T.E.S.A.,7.61666666667,-80.35, ,http://www.hidromet.com.pa/red_nacional.php,571696.2814,841974.050000001,571696.2813999997,841974.0500000007
126-011,Los Asientos,Los Santos,Tipo C Convencional,150,"7° 31' 00""","80° 08' 00""","1/5/1972, 7:00 PM",1/12/1998,E.T.E.S.A.,7.51666666667,-80.1333333333, ,http://www.hidromet.com.pa/red_nacional.php,595618.6147,830959.821900001,595618.6146999998,830959.8219000008
126-012,La Miel,Los Santos,Tipo C Convencional,220,"7° 33' 00""","80° 20' 00""","1/5/1972, 7:00 PM", ,E.T.E.S.A.,7.55,-80.3333333333, ,http://www.hidromet.com.pa/red_nacional.php,573546.0452,834606.4066,573546.0451999996,834606.4066000003
126-013,El Canafistulo,Los Santos,Tipo C Convencional,140,"7° 37' 00""","80° 13' 00""","1/6/1972, 7:00 PM", ,E.T.E.S.A.,7.61666666667,-80.2166666667, ,http://www.hidromet.com.pa/red_nacional.php,586404.0253,841998.4352,586404.0252999999,841998.4352000002
126-014,Punta Mala,Los Santos,Tipo C Convencional,50,"7° 28' 00""","80° 00' 00""","12/31/1917, 7:00 PM",1/12/1943,E.T.E.S.A.,7.46666666667,-80, ,http://www.hidromet.com.pa/red_nacional.php,610343.1078,825462.9102,610343.1078000003,825462.9101999998
126-015,Canas,Los Santos,Tipo C Convencional,8,"7° 27' 00""","80° 16' 00""","1/3/1974, 7:00 PM", ,E.T.E.S.A.,7.45,-80.2666666667, ,http://www.hidromet.com.pa/red_nacional.php,580919.4933,823562.4373,580919.4933000002,823562.4373000003
126-016,El Ejido,Los Santos,Tipo C Convencional,30,"7° 55' 00""","80° 23' 00""","1/9/1976, 7:00 PM",1/12/1998,E.T.E.S.A.,7.91666666667,-80.3833333333, ,http://www.hidromet.com.pa/red_nacional.php,567971.1648,875135.622400001,567971.1648000004,875135.6224000007
126-017,Guararé,Los Santos,Tipo A Convencional,10,"7° 49' 00""","80° 17' 00""","1/4/1980, 7:00 PM", ,A.N.A.M.,7.81666666667,-80.2833333333,Active,http://www.anam.gob.pa/,579012.9622,864097.3661,579012.9622,864097.3661000002
126-018,Cape Mala (pta),Los Santos,Tipo C Automática,0,"7° 28' 00""","80° 00' 00""",,17/07/2009,E.T.E.S.A.,7.46666666667,-80, ,http://www.hidromet.com.pa/red_nacional.php,610343.1078,825462.9102,610343.1078000003,825462.9101999998
128-001,Los Santos,Los Santos,Tipo A Convencional,16,"7° 57' 00""","80° 25' 00""","1/9/1964, 7:00 PM", ,E.T.E.S.A.,7.95,-80.4166666667, ,http://www.hidromet.com.pa/red_nacional.php,564291.7426,878815.5474,564291.7426000005,878815.5473999996
128-002,Atalayita,Los Santos,Tipo B Convencional,20,"7° 52' 00""","80° 32' 00""","1/11/1964, 7:00 PM",1/12/1976,E.T.E.S.A.,7.86666666667,-80.5333333333, ,http://www.hidromet.com.pa/red_nacional.php,551443.4089,869586.3665,551443.4089000002,869586.3664999995
128-003,Las Minas,Herrera,Tipo C Convencional,350,"7° 47' 00""","80° 44' 00""","1/8/1959, 7:00 PM",1/3/2000,E.T.E.S.A.,7.78333333333,-80.7333333333, ,http://www.hidromet.com.pa/red_nacional.php,529401.8593,860354.406400001,529401.8592999997,860354.4064000007
128-004,Macaracas (MIDA),Los Santos,Tipo A Mixta,111,"7° 44' 37""","80° 33' 09""","1/4/1955, 7:00 PM", ,E.T.E.S.A.,7.74361111111,-80.5525, ,http://www.hidromet.com.pa/red_nacional.php,549344.9422,855979.8015,549344.9422000004,855979.8015000001
128-005,La Mesa de Macaracas,Los Santos,Tipo C Convencional,180,"7° 38' 00""","80° 37' 00""","1/4/1959, 7:00 PM",1/12/1998,E.T.E.S.A.,7.63333333333,-80.6166666667, ,http://www.hidromet.com.pa/red_nacional.php,542280.2121,843781.4252,542280.2121000001,843781.4252000004
128-006,Los Pozos,Herrera,Tipo C Convencional,260,"7° 47' 00""","80° 39' 00""","1/2/1967, 7:00 PM",1/12/1998,E.T.E.S.A.,7.78333333333,-80.65, ,http://www.hidromet.com.pa/red_nacional.php,538590.038,860361.102700001,538590.0379999997,860361.1027000006
128-010,Pese,Herrera,Tipo C Convencional,80,"7° 54' 00""","80° 37' 00""","1/6/1972, 7:00 PM", ,E.T.E.S.A.,7.9,-80.6166666667, ,http://www.hidromet.com.pa/red_nacional.php,542253.557,873262.150699999,542253.557,873262.1506999992
128-011,Llano de Piedra,Los Santos,Tipo C Convencional,150,"7° 39' 00""","80° 34' 00""","1/7/1972, 7:00 PM",1/3/2000,E.T.E.S.A.,7.65,-80.5666666667, ,http://www.hidromet.com.pa/red_nacional.php,547793.2654,845629.1918,547793.2653999999,845629.1918000001
128-012,Pitaloza Arriba,Herrera,Tipo C Convencional,380,"7° 38' 00""","80° 40' 00""","1/10/1972, 7:00 PM",1/3/2000,E.T.E.S.A.,7.63333333333,-80.6666666667, ,http://www.hidromet.com.pa/red_nacional.php,536765.3368,843776.843599999,536765.3367999997,843776.8435999993
128-013,Tumaco Arriba,Los Santos,Tipo C Convencional,460,"7° 37' 00""","80° 40' 00""","1/3/1967, 7:00 PM",1/11/1971,E.T.E.S.A.,7.61666666667,-80.6666666667, ,http://www.hidromet.com.pa/red_nacional.php,536766.7592,841934.3202,536766.7592000002,841934.3202
128-015,Chitre,Herrera,Tipo C Convencional,10,"7° 58' 00""","80° 26' 00""","12/31/1953, 7:00 PM",1/12/1959,E.T.E.S.A.,7.96666666667,-80.4333333333, ,http://www.hidromet.com.pa/red_nacional.php,562452.2536,880655.606899999,562452.2536000004,880655.6068999991
128-016,Pan de Azucar,Herrera,Tipo C Convencional,250,"7° 44' 00""","80° 42' 00""","1/3/1977, 7:00 PM", ,E.T.E.S.A.,7.73333333333,-80.7, ,http://www.hidromet.com.pa/red_nacional.php,533081.0296,854829.280400001,533081.0296,854829.2804000005
130-002,Parita (MIDA),Herrera,Tipo A Mixta,43,"8° 00' 02""","80° 31' 13""","1/11/1966, 7:00 PM", ,E.T.E.S.A.,8.00055555556,-80.5202777778, ,http://www.hidromet.com.pa/red_nacional.php,552865.5252,884390.0724,552865.5252,884390.0724
130-003,Llano de Los Reyes,Herrera,Tipo C Convencional,80,"7° 54' 00""","80° 40' 00""","12/31/1966, 7:00 PM",1/12/1998,E.T.E.S.A.,7.9,-80.6666666667, ,http://www.hidromet.com.pa/red_nacional.php,536742.1587,873257.4131,536742.1586999996,873257.4131000005
130-004,Llano de La Cruz,Herrera,Tipo C Convencional,60,"7° 57' 00""","80° 38' 00""","1/6/1972, 7:00 PM", ,E.T.E.S.A.,7.95,-80.6333333333, ,http://www.hidromet.com.pa/red_nacional.php,540411.5436,878788.165100001,540411.5436000004,878788.1651000008
130-005,Ocu,Herrera,Tipo C Convencional,130,"7° 57' 00""","80° 47' 00""","1/6/1958, 7:00 PM",1/12/1998,E.T.E.S.A.,7.95,-80.7833333333, ,http://www.hidromet.com.pa/red_nacional.php,523879.4458,878776.5252,523879.44579999987,878776.5252
130-006,Valle Rico de Ocu,Herrera,Tipo C Convencional,53,"7° 57' 00""","80° 47' 00""","12/31/2005, 7:00 PM", ,E.T.E.S.A.,7.95,-80.7833333333, ,http://www.hidromet.com.pa/red_nacional.php,523879.4458,878776.5252,523879.44579999987,878776.5252
132-001,El Palmar,Veraguas,Tipo C Convencional,1000,"8° 32' 00""","81° 04' 00""","1/7/1958, 7:00 PM", ,E.T.E.S.A.,8.53333333333,-81.0666666667, ,http://www.hidromet.com.pa/red_nacional.php,492663.2499,943260.085899999,492663.24990000017,943260.0858999994
132-003,Los Valles,Veraguas,Tipo C Convencional,550,"8° 27' 00""","81° 12' 00""","1/4/1958, 7:00 PM", ,E.T.E.S.A.,8.45,-81.2, ,http://www.hidromet.com.pa/red_nacional.php,477984.9627,934052.2444,477984.96270000003,934052.2444000002
132-004,Loma Llana,Veraguas,Tipo C Convencional,219,"8° 31' 00""","80° 55' 00""","1/1/1959, 7:00 PM",1/12/1998,E.T.E.S.A.,8.51666666667,-80.9166666667, ,http://www.hidromet.com.pa/red_nacional.php,509171.336,941417.8662,509171.3360000001,941417.8662
132-005,Sitio de Desvio,Veraguas,Tipo C Convencional,640,"8° 28' 00""","80° 51' 00""","1/9/1960, 7:00 PM",1/12/1987,E.T.E.S.A.,8.46666666667,-80.85, ,http://www.hidromet.com.pa/red_nacional.php,516510.5543,935892.347999999,516510.55429999996,935892.3479999993
132-006,Laguna La Yeguada,Veraguas,Tipo B Convencional,640,"8° 27' 00""","80° 51' 00""","1/6/1960, 7:00 PM", ,E.T.E.S.A.,8.45,-80.85, ,http://www.hidromet.com.pa/red_nacional.php,516511.2638,934049.7741,516511.26379999984,934049.7741
132-007,Laguna San Juan,Veraguas,Tipo C Convencional,800,"8° 29' 00""","80° 50' 00""","1/8/1960, 7:00 PM",1/12/1998,E.T.E.S.A.,8.48333333333,-80.8333333333, ,http://www.hidromet.com.pa/red_nacional.php,518344.2751,937735.6712,518344.2751000002,937735.6711999997
132-008,Cerro Verde,Veraguas,Tipo C Convencional,800,"8° 31' 00""","80° 50' 00""","1/9/1959, 7:00 PM", ,E.T.E.S.A.,8.51666666667,-80.8333333333, ,http://www.hidromet.com.pa/red_nacional.php,518342.6906,941420.829500001,518342.6906000003,941420.8295000009
132-009,El Flor,Veraguas,Tipo C Convencional,550,"8° 27' 00""","80° 51' 00""","1/4/1960, 7:00 PM",1/3/2000,E.T.E.S.A.,8.45,-80.85, ,http://www.hidromet.com.pa/red_nacional.php,516511.2638,934049.7741,516511.26379999984,934049.7741
132-010,Calobre,Veraguas,Tipo C Convencional,120,"8° 19' 00""","80° 50' 00""","1/3/1959, 7:00 PM", ,E.T.E.S.A.,8.31666666667,-80.8333333333, ,http://www.hidromet.com.pa/red_nacional.php,518352.1049,919309.973300001,518352.1048999997,919309.9733000007
132-012,Divisa,Herrera,Tipo B Convencional,12,"8° 06' 00""","80° 41' 00""","1/5/1964, 7:00 PM", ,E.T.E.S.A.,8.1,-80.6833333333, ,http://www.hidromet.com.pa/red_nacional.php,534888.0247,895366.6173,534888.0247,895366.6173
132-013,Los Canelos,Herrera,Tipo C Convencional,25,"8° 07' 00""","80° 42' 00""","1/7/1961, 7:00 PM",1/12/1998,E.T.E.S.A.,8.11666666667,-80.7, ,http://www.hidromet.com.pa/red_nacional.php,533050.4354,897207.7848,533050.4353999998,897207.7848000005
132-014,San Francisco,Veraguas,Tipo B Convencional,87,"8° 15' 00""","80° 58' 00""","1/4/1955, 7:00 PM",1/4/1999,E.T.E.S.A.,8.25,-80.9666666667, ,http://www.hidromet.com.pa/red_nacional.php,503671.0339,911936.059900001,503671.03390000015,911936.0599000007
132-016,San Juan (san Fsco),Veraguas,Tipo C Convencional,100,"8° 18' 00""","81° 01' 00""","1/11/1968, 7:00 PM",1/3/2000,E.T.E.S.A.,8.3,-81.0166666667, ,http://www.hidromet.com.pa/red_nacional.php,498164.7145,917463.597200001,498164.71449999977,917463.5972000007
132-017,Casa Maquina,Veraguas,Tipo C Convencional,270,"8° 24' 00""","80° 51' 00""","1/11/1968, 7:00 PM",1/2/2000,E.T.E.S.A.,8.4,-80.85, ,http://www.hidromet.com.pa/red_nacional.php,516513.3841,928522.062100001,516513.3841000004,928522.0621000007
132-018,Santa Rosa del Espino,Veraguas,Tipo C Convencional,55,"8° 06' 00""","80° 48' 00""","1/11/1968, 7:00 PM",1/12/1998,E.T.E.S.A.,8.1,-80.8, ,http://www.hidromet.com.pa/red_nacional.php,522034.4767,895358.4515,522034.47670000046,895358.4515000004
132-021,Ingenio La Estrella,Coclé,Tipo C Convencional,12,"8° 21' 00""","80° 33' 00""","12/31/1996, 7:00 PM",1/3/1997,Ingenio La Estrella,8.35,-80.55, , ,549546.9123,923019.4804,549546.9123,923019.4803999998
132-033,Santa Fe,Veraguas,Tipo B Convencional,463,"8° 28' 00""","81° 05' 00""","1/4/1956, 7:00 PM", ,E.T.E.S.A.,8.46666666667,-81.0833333333, ,http://www.hidromet.com.pa/red_nacional.php,490827.4768,935890.148,490827.4768000003,935890.148
132-034,La Raya de Santa Maria,Herrera,Tipo B Convencional,43,"8° 08' 00""","80° 48' 00""","1/9/1971, 7:00 PM",1/10/1975,E.T.E.S.A.,8.13333333333,-80.8, ,http://www.hidromet.com.pa/red_nacional.php,522032.6605,899043.545700001,522032.66050000023,899043.5457000006
132-035,Ingenio Santa Rosa,Coclé,Tipo B Convencional,26,"8° 11' 00""","80° 40' 00""","12/31/1925, 7:00 PM",1/3/2000,Ingenio Santa Rosa,8.18333333333,-80.6666666667, , ,536716.6653,904580.928099999,536716.6653000005,904580.9280999992
132-036,Cuaycito,Veraguas,Tipo C Convencional,500,"8° 27' 00""","81° 06' 00""","1/10/1972, 7:00 PM",1/12/1998,E.T.E.S.A.,8.45,-81.1, ,http://www.hidromet.com.pa/red_nacional.php,488992.4975,934048.0097,488992.4974999996,934048.0097000003
132-037,Ingenio La Victoria,Veraguas,Tipo B Convencional,30,"8° 12' 00""","80° 48' 00""","1/5/1977, 7:00 PM",1/12/1998,Ingenio La Victoria,8.2,-80.8, , ,522029.0059,906413.7521,522029.0059000002,906413.7521000002
132-038,Los Valles (IRENARE),Veraguas,Tipo B Convencional,580,"8° 26' 00""","81° 11' 00""","1/3/1981, 7:00 PM", ,A.N.A.M.,8.43333333333,-81.1833333333,Active,http://www.anam.gob.pa/,479818.69,932208.7673,479818.6900000004,932208.7673000004
134-001,El Cortezo,Coclé,Tipo C Convencional,60,"8° 21' 00""","80° 36' 00""","1/4/1955, 7:00 PM",1/12/1998,E.T.E.S.A.,8.35,-80.6, ,http://www.hidromet.com.pa/red_nacional.php,544041.6082,923013.550100001,544041.6081999997,923013.5501000006
134-002,El Harino,Coclé,Tipo C Convencional,185,"8° 37' 00""","80° 33' 00""","1/4/1955, 7:00 PM",1/12/1998,E.T.E.S.A.,8.61666666667,-80.55, ,http://www.hidromet.com.pa/red_nacional.php,549512.7528,952501.4778,549512.7527999999,952501.4778000005
134-003,Rio Grande,Coclé,Tipo C Convencional,20,"8° 25' 00""","80° 29' 00""","1/4/1955, 7:00 PM", ,E.T.E.S.A.,8.41666666667,-80.4833333333, ,http://www.hidromet.com.pa/red_nacional.php,556877.6847,930399.004699999,556877.6847000001,930399.0046999995
